"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,242,262,233,216,222
Admitidas (presentadas en el centro),120,113,109,105,120
Admitidas (presentadas en otro centro),0,5,7,7,4
No admitidas (presentadas en el centro),123,144,116,103,96
