"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,180,251,279,253,272
Admitidas (presentadas en el centro),116,105,107,99,105
Admitidas (presentadas en otro centro),0,5,6,7,7
No admitidas (presentadas en el centro),68,141,165,145,160
