"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,78,94,110,114,123
Admitidas (presentadas en el centro),67,89,104,108,115
Admitidas (presentadas en otro centro),0,0,0,2,3
No admitidas (presentadas en el centro),11,5,6,4,5
