"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,74,61,58,60,43
Admitidas,50,50,38,39,37
No admitidas,24,11,20,21,6
