"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,148,138,130,101,139
Admitidas (presentadas en el centro),94,84,92,62,101
Admitidas (presentadas en otro centro),0,4,3,2,4
No admitidas (presentadas en el centro),56,49,34,37,32
