"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,130,146,123,139,135
Admitidas (presentadas en el centro),102,108,103,103,115
Admitidas (presentadas en otro centro),0,3,2,1,0
No admitidas (presentadas en el centro),29,35,18,35,19
