"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,56,81,94,96,84
Admitidas (presentadas en el centro),40,50,76,79,69
Admitidas (presentadas en otro centro),0,2,3,1,4
No admitidas (presentadas en el centro),17,29,14,16,11
