"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,2,11,9,8,8
Admitidas,0,7,2,1,3
No admitidas,2,4,7,7,5
