"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,48,56,45,54,42
Admitidas,47,53,40,43,31
No admitidas,1,3,5,11,11
