"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,118,129,112,131,118
Admitidas (presentadas en el centro),85,120,106,117,113
Admitidas (presentadas en otro centro),0,1,3,2,2
No admitidas (presentadas en el centro),35,8,3,12,3
