"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,156,149,186,168,146
Admitidas,135,114,129,122,109
No admitidas,21,35,57,46,37
