"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,150,173,154,141,233
Admitidas (presentadas en el centro),89,93,97,88,139
Admitidas (presentadas en otro centro),0,1,2,3,5
No admitidas (presentadas en el centro),66,79,55,50,88
