"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,225,263,271,187,133
Admitidas,181,213,227,170,91
No admitidas,44,50,44,17,42
