"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,102,101,81,104,126
Admitidas (presentadas en el centro),74,72,70,81,73
Admitidas (presentadas en otro centro),0,1,2,1,3
No admitidas (presentadas en el centro),29,28,9,22,49
