"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,352,414,365,330,264
Admitidas (presentadas en el centro),225,224,223,224,221
Admitidas (presentadas en otro centro),0,11,10,8,8
No admitidas (presentadas en el centro),130,175,129,96,35
