"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,280,285,336,348,336
Admitidas,227,205,196,206,202
No admitidas,53,80,140,142,134
