"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,190,196,196,187,196
Admitidas (presentadas en el centro),152,179,168,160,166
Admitidas (presentadas en otro centro),0,4,11,9,8
No admitidas (presentadas en el centro),40,13,17,18,22
