"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,124,126,119,141,138
Admitidas,118,89,101,123,112
No admitidas,6,37,18,18,26
