"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,195,251,215,206,235
Admitidas,158,166,174,178,181
No admitidas,37,85,41,28,54
