"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,231,230,211,211,168
Admitidas (presentadas en el centro),188,210,201,207,161
Admitidas (presentadas en otro centro),0,1,1,2,4
No admitidas (presentadas en el centro),44,19,9,2,3
