"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,100,116,97,118,93
Admitidas,98,96,83,94,74
No admitidas,2,20,14,24,19
