"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,152,115,121,148,129
Admitidas (presentadas en el centro),105,102,97,102,96
Admitidas (presentadas en otro centro),0,7,14,9,13
No admitidas (presentadas en el centro),51,6,9,37,16
