"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,134,128,93,113,97
Admitidas,131,115,84,104,86
No admitidas,3,13,9,9,11
