"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,210,237,212,205,195
Admitidas (presentadas en el centro),115,114,110,111,106
Admitidas (presentadas en otro centro),0,3,3,3,5
No admitidas (presentadas en el centro),102,118,99,88,83
