"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,186,208,273,276,236
Admitidas,156,127,119,117,120
No admitidas,30,81,154,159,116
