"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,148,107,116,116,102
Admitidas,144,95,112,85,89
No admitidas,4,12,4,31,13
