"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,9,11,13,6
Admitidas,6,6,6,13,0
No admitidas,1,3,5,0,6
