"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,111,169,115,95,94
Admitidas (presentadas en el centro),63,63,57,49,54
Admitidas (presentadas en otro centro),0,3,2,2,6
No admitidas (presentadas en el centro),48,101,53,40,34
