"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,221,187,198,185,206
Admitidas (presentadas en el centro),148,167,164,160,167
Admitidas (presentadas en otro centro),0,1,5,2,2
No admitidas (presentadas en el centro),90,19,29,23,37
