"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,2,8,7,8,9
Admitidas,1,3,3,1,4
No admitidas,1,5,4,7,5
