"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,179,170,289,242,208
Admitidas,101,79,130,114,102
No admitidas,78,91,159,128,106
