"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,116,100,117,94,90
Admitidas,95,84,70,58,66
No admitidas,21,16,47,36,24
