"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,136,132,123,116,120
Admitidas,136,117,118,112,104
No admitidas,0,15,5,4,16
