"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,41,35,55,54,46
Admitidas,41,29,41,35,23
No admitidas,0,6,14,19,23
