"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,46,39,46,37,30
Admitidas,46,38,45,37,29
No admitidas,0,1,1,0,1
