"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,103,91,113,88,94
Admitidas (presentadas en el centro),70,60,73,54,66
Admitidas (presentadas en otro centro),0,4,1,1,2
No admitidas (presentadas en el centro),39,26,38,33,26
