"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,120,95,105,106,123
Admitidas (presentadas en el centro),78,77,89,79,93
Admitidas (presentadas en otro centro),0,2,3,3,4
No admitidas (presentadas en el centro),43,16,13,24,26
