"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,113,92,113,110,113
Admitidas,108,73,102,106,106
No admitidas,5,19,11,4,7
