"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,68,53,32,36,29
Admitidas,52,46,29,30,23
No admitidas,16,7,3,6,6
