"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,55,54,47,46,34
Admitidas,52,47,38,35,31
No admitidas,3,7,9,11,3
