"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,78,81,70,77,65
Admitidas (presentadas en el centro),64,76,64,74,63
Admitidas (presentadas en otro centro),0,1,3,1,1
No admitidas (presentadas en el centro),14,4,3,2,1
