"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,134,132,96,110,92
Admitidas,123,117,83,90,78
No admitidas,11,15,13,20,14
