"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,116,72,106,104,86
Admitidas,104,51,76,81,52
No admitidas,12,21,30,23,34
