"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,77,107,113,93,87
Admitidas,62,93,95,82,83
No admitidas,15,14,18,11,4
