"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,178,155,143,135,147
Admitidas,149,136,128,119,119
No admitidas,29,19,15,16,28
