"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,120,114,111,150,98
Admitidas,104,82,67,90,67
No admitidas,16,32,44,60,31
