"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,100,104,118,114,99
Admitidas (presentadas en el centro),81,90,105,112,94
Admitidas (presentadas en otro centro),0,3,2,0,2
No admitidas (presentadas en el centro),20,11,11,2,3
