"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,19,3,8,11
Admitidas,2,9,3,4,7
No admitidas,6,10,0,4,4
