"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,109,116,114,121,127
Admitidas,78,79,69,78,89
No admitidas,31,37,45,43,38
