"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,91,153,141,78,99
Admitidas,51,92,86,74,42
No admitidas,40,61,55,4,57
