"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,74,62,56,42,68
Admitidas,61,9,33,23,24
No admitidas,13,53,23,19,44
