"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,70,71,55,26,38
Admitidas,70,71,53,23,36
No admitidas,0,0,2,3,2
