"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,76,81,80,107,94
Admitidas (presentadas en el centro),51,50,55,58,53
Admitidas (presentadas en otro centro),0,5,2,2,1
No admitidas (presentadas en el centro),25,26,23,47,40
