"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,120,86,102,87,82
Admitidas,117,77,82,76,71
No admitidas,3,9,20,11,11
