"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,107,87,79,78,60
Admitidas,88,71,69,67,52
No admitidas,19,16,10,11,8
