"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,271,298,313,273,262
Admitidas (presentadas en el centro),214,209,221,213,220
Admitidas (presentadas en otro centro),0,5,0,3,2
No admitidas (presentadas en el centro),61,84,92,57,40
