"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,123,121,106,117,113
Admitidas (presentadas en el centro),105,104,90,103,97
Admitidas (presentadas en otro centro),0,7,7,7,7
No admitidas (presentadas en el centro),18,10,9,7,9
