"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,149,148,158,144,130
Admitidas (presentadas en el centro),94,98,106,96,94
Admitidas (presentadas en otro centro),0,4,4,4,5
No admitidas (presentadas en el centro),66,45,48,44,31
