"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,121,126,103,64,70
Admitidas,102,96,75,60,62
No admitidas,19,30,28,4,8
