"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,152,158,132,176,152
Admitidas,151,158,128,170,132
No admitidas,1,0,4,6,20
