"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,174,222,239,204,182
Admitidas,131,128,159,172,148
No admitidas,43,94,80,32,34
