"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,205,196,128,187,208
Admitidas,148,111,92,129,165
No admitidas,57,85,36,58,43
