"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,87,90,72,73,74
Admitidas (presentadas en el centro),71,69,63,52,62
Admitidas (presentadas en otro centro),0,4,2,2,2
No admitidas (presentadas en el centro),18,17,7,19,10
