"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,44,86,87,62,56
Admitidas,44,80,77,48,50
No admitidas,0,6,10,14,6
